"SiteId","veg_year","Marsh_Class","Basin",
"CRMS0002","2014","Brackish","Pontchartrain",
"CRMS0003","2014","Saline","Pontchartrain",
"CRMS0006","2014","Brackish","Pontchartrain",
"CRMS0008","2014","Swamp","Pontchartrain",
"CRMS0030","2014","Intermediate","Pontchartrain",
"CRMS0033","2014","Intermediate","Pontchartrain",
"CRMS0034","2014","Intermediate","Pontchartrain",
"CRMS0035","2014","Swamp","Pontchartrain",
"CRMS0038","2014","Swamp","Pontchartrain",
"CRMS0039","2014","Swamp","Pontchartrain",
"CRMS0046","2014","Swamp","Pontchartrain",
"CRMS0047","2014","Swamp","Pontchartrain",
"CRMS0056","2014","Swamp","Pontchartrain",
"CRMS0058","2014","Swamp","Pontchartrain",
"CRMS0059","2014","Swamp","Pontchartrain",
"CRMS0061","2014","Swamp","Pontchartrain",
"CRMS0063","2014","Swamp","Pontchartrain",
"CRMS0065","2014","Swamp","Pontchartrain",
"CRMS0086","2014","Swamp","Pontchartrain",
"CRMS0089","2014","Swamp","Pontchartrain",
"CRMS0090","2014","Swamp","Pontchartrain",
"CRMS0097","2014","Swamp","Pontchartrain",
"CRMS0103","2014","Swamp","Pontchartrain",
"CRMS0108","2014","Saline","Pontchartrain",
"CRMS0114","2014","Intermediate","Breton Sound",
"CRMS0115","2014","Intermediate","Breton Sound",
"CRMS0117","2014","Intermediate","Breton Sound",
"CRMS0118","2014","Intermediate","Breton Sound",
"CRMS0119","2014","Brackish","Breton Sound",
"CRMS0120","2014","Fresh","Breton Sound",
"CRMS0121","2014","Intermediate","Breton Sound",
"CRMS0125","2014","Intermediate","Breton Sound",
"CRMS0128","2014","Fresh","Breton Sound",
"CRMS0129","2014","Saline","Breton Sound",
"CRMS0131","2014","Brackish","Breton Sound",
"CRMS0132","2014","Brackish","Breton Sound",
"CRMS0135","2014","Brackish","Breton Sound",
"CRMS0136","2014","Brackish","Breton Sound",
"CRMS0139","2014","Fresh","Breton Sound",
"CRMS0146","2014","Intermediate","Breton Sound",
"CRMS0147","2014","Saline","Breton Sound",
"CRMS0148","2014","Brackish","Breton Sound",
"CRMS0153","2014","Intermediate","Mississippi River Delta",
"CRMS0154","2014","Intermediate","Mississippi River Delta",
"CRMS0156","2014","Intermediate","Mississippi River Delta",
"CRMS0157","2014","Intermediate","Mississippi River Delta",
"CRMS0159","2014","Intermediate","Mississippi River Delta",
"CRMS0161","2014","Intermediate","Mississippi River Delta",
"CRMS0162","2014","Intermediate","Mississippi River Delta",
"CRMS0163","2014","Intermediate","Mississippi River Delta",
"CRMS0164","2014","Saline","Barataria",
"CRMS0171","2014","Saline","Barataria",
"CRMS0172","2014","Saline","Barataria",
"CRMS0173","2014","Saline","Barataria",
"CRMS0174","2014","Saline","Barataria",
"CRMS0175","2014","Saline","Barataria",
"CRMS0176","2014","Saline","Barataria",
"CRMS0178","2014","Saline","Barataria",
"CRMS0179","2014","Saline","Barataria",
"CRMS0181","2014","Saline","Barataria",
"CRMS0185","2014","Swamp","Barataria",
"CRMS0188","2014","Intermediate","Barataria",
"CRMS0189","2014","Fresh","Barataria",
"CRMS0190","2014","Intermediate","Barataria",
"CRMS0192","2014","Fresh","Barataria",
"CRMS0194","2014","Swamp","Barataria",
"CRMS0197","2014","Swamp","Barataria",
"CRMS0200","2014","Swamp","Barataria",
"CRMS0206","2014","Swamp","Barataria",
"CRMS0209","2014","Saline","Barataria",
"CRMS0211","2014","Fresh","Barataria",
"CRMS0217","2014","Swamp","Barataria",
"CRMS0218","2014","Swamp","Barataria",
"CRMS0219","2014","Fresh","Barataria",
"CRMS0220","2014","Brackish","Barataria",
"CRMS0224","2014","Saline","Barataria",
"CRMS0225","2014","Brackish","Barataria",
"CRMS0226","2014","Saline","Barataria",
"CRMS0232","2014","Saline","Barataria",
"CRMS0234","2014","Swamp","Barataria",
"CRMS0237","2014","Saline","Barataria",
"CRMS0241","2014","Swamp","Barataria",
"CRMS0248","2014","Brackish","Barataria",
"CRMS0251","2014","Saline","Barataria",
"CRMS0253","2014","Brackish","Barataria",
"CRMS0258","2014","Saline","Barataria",
"CRMS0260","2014","Brackish","Barataria",
"CRMS0261","2014","Intermediate","Barataria",
"CRMS0263","2014","Brackish","Barataria",
"CRMS0268","2014","Fresh","Barataria",
"CRMS0272","2014","Saline","Barataria",
"CRMS0273","2014","Fresh","Barataria",
"CRMS0276","2014","Brackish","Barataria",
"CRMS0278","2014","Fresh","Barataria",
"CRMS0282","2014","Saline","Barataria",
"CRMS0287","2014","Intermediate","Barataria",
"CRMS0290","2014","Fresh","Terrebonne",
"CRMS0292","2014","Saline","Terrebonne",
"CRMS0293","2014","Brackish","Terrebonne",
"CRMS0294","2014","Fresh","Terrebonne",
"CRMS0296","2014","Fresh","Terrebonne",
"CRMS0301","2014","Fresh","Terrebonne",
"CRMS0302","2014","Saline","Terrebonne",
"CRMS0303","2014","Saline","Terrebonne",
"CRMS0305","2014","Intermediate","Terrebonne",
"CRMS0307","2014","Saline","Terrebonne",
"CRMS0309","2014","Brackish","Terrebonne",
"CRMS0310","2014","Saline","Terrebonne",
"CRMS0311","2014","Saline","Terrebonne",
"CRMS0312","2014","Fresh","Terrebonne",
"CRMS0315","2014","Brackish","Terrebonne",
"CRMS0318","2014","Saline","Terrebonne",
"CRMS0319","2014","Saline","Terrebonne",
"CRMS0322","2014","Saline","Terrebonne",
"CRMS0324","2014","Swamp","Terrebonne",
"CRMS0326","2014","Brackish","Terrebonne",
"CRMS0327","2014","Fresh","Terrebonne",
"CRMS0329","2014","Fresh","Terrebonne",
"CRMS0331","2014","Fresh","Terrebonne",
"CRMS0332","2014","Brackish","Terrebonne",
"CRMS0335","2014","Saline","Terrebonne",
"CRMS0336","2014","Saline","Terrebonne",
"CRMS0337","2014","Saline","Terrebonne",
"CRMS0338","2014","Saline","Terrebonne",
"CRMS0341","2014","Saline","Terrebonne",
"CRMS0345","2014","Saline","Terrebonne",
"CRMS0347","2014","Saline","Terrebonne",
"CRMS0354","2014","Intermediate","Terrebonne",
"CRMS0355","2014","Saline","Terrebonne",
"CRMS0365","2014","Fresh","Terrebonne",
"CRMS0367","2014","Fresh","Terrebonne",
"CRMS0369","2014","Brackish","Terrebonne",
"CRMS0371","2014","Fresh","Terrebonne",
"CRMS0374","2014","Saline","Terrebonne",
"CRMS0376","2014","Saline","Terrebonne",
"CRMS0377","2014","Saline","Terrebonne",
"CRMS0381","2014","Fresh","Terrebonne",
"CRMS0382","2014","Fresh","Terrebonne",
"CRMS0383","2014","Saline","Terrebonne",
"CRMS0385","2014","Brackish","Terrebonne",
"CRMS0386","2014","Saline","Terrebonne",
"CRMS0387","2014","Saline","Terrebonne",
"CRMS0390","2014","Brackish","Terrebonne",
"CRMS0392","2014","Brackish","Terrebonne",
"CRMS0394","2014","Brackish","Terrebonne",
"CRMS0395","2014","Intermediate","Terrebonne",
"CRMS0396","2014","Brackish","Terrebonne",
"CRMS0397","2014","Saline","Terrebonne",
"CRMS0398","2014","Intermediate","Terrebonne",
"CRMS0399","2014","Intermediate","Terrebonne",
"CRMS0400","2014","Brackish","Terrebonne",
"CRMS0403","2014","Swamp","Terrebonne",
"CRMS0409","2014","Fresh","Terrebonne",
"CRMS0411","2014","Fresh","Terrebonne",
"CRMS0414","2014","Swamp","Terrebonne",
"CRMS0416","2014","Brackish","Terrebonne",
"CRMS0421","2014","Saline","Terrebonne",
"CRMS0434","2014","Saline","Terrebonne",
"CRMS0461","2014","Fresh","Atchafalaya",
"CRMS0463","2014","Fresh","Atchafalaya",
"CRMS0464","2014","Fresh","Atchafalaya",
"CRMS0465","2014","Fresh","Atchafalaya",
"CRMS0479","2014","Fresh","Atchafalaya",
"CRMS0482","2014","Fresh","Atchafalaya",
"CRMS0488","2014","Fresh","Teche/Vermilion",
"CRMS0489","2014","Fresh","Teche/Vermilion",
"CRMS0490","2014","Fresh","Teche/Vermilion",
"CRMS0493","2014","Fresh","Teche/Vermilion",
"CRMS0494","2014","Intermediate","Teche/Vermilion",
"CRMS0496","2014","Intermediate","Teche/Vermilion",
"CRMS0498","2014","Brackish","Teche/Vermilion",
"CRMS0499","2014","Brackish","Teche/Vermilion",
"CRMS0501","2014","Intermediate","Teche/Vermilion",
"CRMS0504","2014","Brackish","Teche/Vermilion",
"CRMS0507","2014","Brackish","Teche/Vermilion",
"CRMS0508","2014","Brackish","Teche/Vermilion",
"CRMS0511","2014","Intermediate","Teche/Vermilion",
"CRMS0513","2014","Swamp","Teche/Vermilion",
"CRMS0514","2014","Intermediate","Teche/Vermilion",
"CRMS0517","2014","Intermediate","Teche/Vermilion",
"CRMS0520","2014","Brackish","Teche/Vermilion",
"CRMS0522","2014","Brackish","Teche/Vermilion",
"CRMS0523","2014","Brackish","Teche/Vermilion",
"CRMS0524","2014","Brackish","Teche/Vermilion",
"CRMS0527","2014","Brackish","Teche/Vermilion",
"CRMS0529","2014","Brackish","Teche/Vermilion",
"CRMS0530","2014","Brackish","Teche/Vermilion",
"CRMS0531","2014","Brackish","Teche/Vermilion",
"CRMS0532","2014","Brackish","Teche/Vermilion",
"CRMS0535","2014","Intermediate","Teche/Vermilion",
"CRMS0536","2014","Intermediate","Teche/Vermilion",
"CRMS0541","2014","Saline","Teche/Vermilion",
"CRMS0542","2014","Fresh","Teche/Vermilion",
"CRMS0543","2014","Fresh","Teche/Vermilion",
"CRMS0544","2014","Intermediate","Teche/Vermilion",
"CRMS0545","2014","Fresh","Teche/Vermilion",
"CRMS0547","2014","Swamp","Teche/Vermilion",
"CRMS0549","2014","Intermediate","Teche/Vermilion",
"CRMS0550","2014","Intermediate","Teche/Vermilion",
"CRMS0551","2014","Fresh","Teche/Vermilion",
"CRMS0552","2014","Fresh","Teche/Vermilion",
"CRMS0553","2014","Intermediate","Mermentau",
"CRMS0554","2014","Intermediate","Mermentau",
"CRMS0556","2014","Fresh","Mermentau",
"CRMS0557","2014","Intermediate","Mermentau",
"CRMS0560","2014","Fresh","Mermentau",
"CRMS0562","2014","Intermediate","Mermentau",
"CRMS0565","2014","Fresh","Mermentau",
"CRMS0567","2014","Intermediate","Mermentau",
"CRMS0568","2014","Intermediate","Mermentau",
"CRMS0570","2014","Fresh","Mermentau",
"CRMS0571","2014","Intermediate","Mermentau",
"CRMS0572","2014","Intermediate","Mermentau",
"CRMS0574","2014","Intermediate","Mermentau",
"CRMS0575","2014","Fresh","Mermentau",
"CRMS0576","2014","Intermediate","Mermentau",
"CRMS0580","2014","Intermediate","Mermentau",
"CRMS0581","2014","Saline","Mermentau",
"CRMS0583","2014","Intermediate","Mermentau",
"CRMS0584","2014","Brackish","Mermentau",
"CRMS0587","2014","Intermediate","Mermentau",
"CRMS0588","2014","Brackish","Mermentau",
"CRMS0589","2014","Brackish","Mermentau",
"CRMS0590","2014","Fresh","Mermentau",
"CRMS0593","2014","Fresh","Mermentau",
"CRMS0595","2014","Intermediate","Mermentau",
"CRMS0599","2014","Brackish","Mermentau",
"CRMS0600","2014","Brackish","Mermentau",
"CRMS0603","2014","Intermediate","Mermentau",
"CRMS0604","2014","Intermediate","Mermentau",
"CRMS0605","2014","Brackish","Mermentau",
"CRMS0608","2014","Brackish","Mermentau",
"CRMS0609","2014","Brackish","Mermentau",
"CRMS0610","2014","Brackish","Mermentau",
"CRMS0614","2014","Brackish","Mermentau",
"CRMS0615","2014","Brackish","Mermentau",
"CRMS0616","2014","Brackish","Mermentau",
"CRMS0618","2014","Brackish","Mermentau",
"CRMS0619","2014","Intermediate","Mermentau",
"CRMS0622","2014","Brackish","Mermentau",
"CRMS0623","2014","Brackish","Mermentau",
"CRMS0624","2014","Intermediate","Mermentau",
"CRMS0626","2014","Intermediate","Mermentau",
"CRMS0630","2014","Brackish","Mermentau",
"CRMS0632","2014","Brackish","Mermentau",
"CRMS0633","2014","Brackish","Mermentau",
"CRMS0635","2014","Intermediate","Calcasieu/Sabine",
"CRMS0638","2014","Intermediate","Calcasieu/Sabine",
"CRMS0639","2014","Intermediate","Calcasieu/Sabine",
"CRMS0641","2014","Intermediate","Calcasieu/Sabine",
"CRMS0642","2014","Intermediate","Calcasieu/Sabine",
"CRMS0644","2014","Brackish","Calcasieu/Sabine",
"CRMS0645","2014","Brackish","Calcasieu/Sabine",
"CRMS0647","2014","Intermediate","Calcasieu/Sabine",
"CRMS0648","2014","Intermediate","Calcasieu/Sabine",
"CRMS0650","2014","Intermediate","Calcasieu/Sabine",
"CRMS0651","2014","Intermediate","Calcasieu/Sabine",
"CRMS0655","2014","Saline","Calcasieu/Sabine",
"CRMS0656","2014","Saline","Calcasieu/Sabine",
"CRMS0658","2014","Intermediate","Calcasieu/Sabine",
"CRMS0660","2014","Intermediate","Calcasieu/Sabine",
"CRMS0661","2014","Intermediate","Calcasieu/Sabine",
"CRMS0662","2014","Brackish","Calcasieu/Sabine",
"CRMS0663","2014","Brackish","Calcasieu/Sabine",
"CRMS0665","2014","Intermediate","Calcasieu/Sabine",
"CRMS0669","2014","Intermediate","Calcasieu/Sabine",
"CRMS0672","2014","Brackish","Calcasieu/Sabine",
"CRMS0677","2014","Intermediate","Calcasieu/Sabine",
"CRMS0680","2014","Brackish","Calcasieu/Sabine",
"CRMS0682","2014","Intermediate","Calcasieu/Sabine",
"CRMS0683","2014","Intermediate","Calcasieu/Sabine",
"CRMS0684","2014","Brackish","Calcasieu/Sabine",
"CRMS0685","2014","Saline","Calcasieu/Sabine",
"CRMS0687","2014","Saline","Calcasieu/Sabine",
"CRMS0691","2014","Intermediate","Calcasieu/Sabine",
"CRMS0693","2014","Intermediate","Calcasieu/Sabine",
"CRMS0694","2014","Intermediate","Calcasieu/Sabine",
"CRMS0697","2014","Intermediate","Calcasieu/Sabine",
"CRMS0978","2014","Saline","Terrebonne",
"CRMS1024","2014","Saline","Pontchartrain",
"CRMS1069","2014","Saline","Pontchartrain",
"CRMS1100","2014","Intermediate","Mermentau",
"CRMS1130","2014","Intermediate","Mermentau",
"CRMS1205","2014","Brackish","Calcasieu/Sabine",
"CRMS1277","2014","Fresh","Mermentau",
"CRMS1409","2014","Intermediate","Mermentau",
"CRMS1413","2014","Intermediate","Mermentau",
"CRMS1446","2014","Fresh","Mermentau",
"CRMS1650","2014","Intermediate","Teche/Vermilion",
"CRMS1738","2014","Brackish","Calcasieu/Sabine",
"CRMS1743","2014","Brackish","Calcasieu/Sabine",
"CRMS1838","2014","Intermediate","Calcasieu/Sabine",
"CRMS1858","2014","Intermediate","Calcasieu/Sabine",
"CRMS1965","2014","Brackish","Mermentau",
"CRMS2041","2014","Intermediate","Teche/Vermilion",
"CRMS2154","2014","Intermediate","Calcasieu/Sabine",
"CRMS2156","2014","Intermediate","Calcasieu/Sabine",
"CRMS2166","2014","Brackish","Calcasieu/Sabine",
"CRMS2189","2014","Brackish","Calcasieu/Sabine",
"CRMS2219","2014","Brackish","Calcasieu/Sabine",
"CRMS2334","2014","Brackish","Calcasieu/Sabine",
"CRMS2418","2014","Brackish","Calcasieu/Sabine",
"CRMS2493","2014","Intermediate","Mermentau",
"CRMS2568","2014","Fresh","Atchafalaya",
"CRMS2608","2014","Intermediate","Mississippi River Delta",
"CRMS2614","2014","Brackish","Breton Sound",
"CRMS2627","2014","Fresh","Mississippi River Delta",
"CRMS2634","2014","Fresh","Mississippi River Delta",
"CRMS2785","2014","Fresh","Terrebonne",
"CRMS2825","2014","Intermediate","Terrebonne",
"CRMS2830","2014","Intermediate","Pontchartrain",
"CRMS2854","2014","Intermediate","Pontchartrain",
"CRMS2862","2014","Fresh","Terrebonne",
"CRMS2881","2014","Fresh","Terrebonne",
"CRMS2887","2014","Fresh","Terrebonne",
"CRMS2939","2014","Fresh","Terrebonne",
"CRMS2991","2014","Fresh","Barataria",
"CRMS3054","2014","Fresh","Barataria",
"CRMS3136","2014","Fresh","Barataria",
"CRMS3166","2014","Fresh","Barataria",
"CRMS3169","2014","Fresh","Barataria",
"CRMS3296","2014","Saline","Terrebonne",
"CRMS3565","2014","Brackish","Barataria",
"CRMS3601","2014","Brackish","Barataria",
"CRMS3617","2014","Brackish","Barataria",
"CRMS3626","2014","Intermediate","Pontchartrain",
"CRMS3639","2014","Brackish","Pontchartrain",
"CRMS3641","2014","Brackish","Pontchartrain",
"CRMS3650","2014","Brackish","Pontchartrain",
"CRMS3664","2014","Brackish","Pontchartrain",
"CRMS3667","2014","Brackish","Pontchartrain",
"CRMS3680","2014","Saline","Barataria",
"CRMS3784","2014","Brackish","Pontchartrain",
"CRMS3800","2014","Intermediate","Pontchartrain",
"CRMS3913","2014","Fresh","Pontchartrain",
"CRMS3985","2014","Fresh","Barataria",
"CRMS4014","2014","Intermediate","Atchafalaya",
"CRMS4016","2014","Fresh","Atchafalaya",
"CRMS4045","2014","Fresh","Terrebonne",
"CRMS4094","2014","Intermediate","Pontchartrain",
"CRMS4103","2014","Intermediate","Barataria",
"CRMS4107","2014","Intermediate","Pontchartrain",
"CRMS4110","2014","Intermediate","Pontchartrain",
"CRMS4218","2014","Intermediate","Barataria",
"CRMS4245","2014","Fresh","Barataria",
"CRMS4355","2014","Intermediate","Breton Sound",
"CRMS4406","2014","Brackish","Pontchartrain",
"CRMS4407","2014","Intermediate","Pontchartrain",
"CRMS4448","2014","Fresh","Mississippi River Delta",
"CRMS4455","2014","Saline","Terrebonne",
"CRMS4529","2014","Saline","Barataria",
"CRMS4548","2014","Saline","Pontchartrain",
"CRMS4551","2014","Saline","Pontchartrain",
"CRMS4557","2014","Saline","Pontchartrain",
"CRMS4572","2014","Saline","Pontchartrain",
"CRMS4596","2014","Saline","Pontchartrain",
"CRMS4626","2014","Saline","Mississippi River Delta",
"CRMS4690","2014","Saline","Barataria",
"CRMS4779","2014","Swamp","Atchafalaya",
"CRMS4782","2014","Swamp","Atchafalaya",
"CRMS4808","2014","Swamp","Atchafalaya",
"CRMS4809","2014","Swamp","Atchafalaya",
"CRMS4900","2014","Swamp","Atchafalaya",
"CRMS4938","2014","Swamp","Atchafalaya",
"CRMS5003","2014","Swamp","Atchafalaya",
"CRMS5035","2014","Swamp","Terrebonne",
"CRMS5116","2014","Swamp","Barataria",
"CRMS5167","2014","Swamp","Pontchartrain",
"CRMS5255","2014","Swamp","Pontchartrain",
"CRMS5267","2014","Swamp","Pontchartrain",
"CRMS5373","2014","Swamp","Pontchartrain",
"CRMS5414","2014","Swamp","Pontchartrain",
"CRMS5452","2014","Swamp","Pontchartrain",
"CRMS5536","2014","Swamp","Terrebonne",
"CRMS5672","2014","Swamp","Barataria",
"CRMS5770","2014","Swamp","Terrebonne",
"CRMS5845","2014","Swamp","Pontchartrain",
"CRMS5992","2014","Swamp","Teche/Vermilion",
"CRMS6008","2014","Swamp","Atchafalaya",
"CRMS6038","2014","Swamp","Atchafalaya",
"CRMS6042","2014","Swamp","Atchafalaya",
"CRMS6088","2014","Swamp","Pontchartrain",
"CRMS6090","2014","Swamp","Pontchartrain",
"CRMS6209","2014","Swamp","Pontchartrain",
"CRMS6299","2014","Brackish","Pontchartrain",
"CRMS6301","2014","Saline","Calcasieu/Sabine",
"CRMS6302","2014","Saline","Calcasieu/Sabine",
"CRMS6303","2014","Intermediate","Barataria",
"CRMS6304","2014","Fresh","Atchafalaya",
