"SiteId","veg_year","Marsh_Class","Basin",
"CRMS0002","2013","Brackish","Pontchartrain",
"CRMS0003","2013","Saline","Pontchartrain",
"CRMS0006","2013","Brackish","Pontchartrain",
"CRMS0008","2013","Swamp","Pontchartrain",
"CRMS0030","2013","Intermediate","Pontchartrain",
"CRMS0033","2013","Intermediate","Pontchartrain",
"CRMS0034","2013","Intermediate","Pontchartrain",
"CRMS0035","2013","Swamp","Pontchartrain",
"CRMS0038","2013","Swamp","Pontchartrain",
"CRMS0039","2013","Swamp","Pontchartrain",
"CRMS0046","2013","Swamp","Pontchartrain",
"CRMS0047","2013","Swamp","Pontchartrain",
"CRMS0056","2013","Swamp","Pontchartrain",
"CRMS0058","2013","Swamp","Pontchartrain",
"CRMS0059","2013","Swamp","Pontchartrain",
"CRMS0061","2013","Swamp","Pontchartrain",
"CRMS0063","2013","Swamp","Pontchartrain",
"CRMS0065","2013","Swamp","Pontchartrain",
"CRMS0086","2013","Swamp","Pontchartrain",
"CRMS0089","2013","Swamp","Pontchartrain",
"CRMS0090","2013","Swamp","Pontchartrain",
"CRMS0097","2013","Swamp","Pontchartrain",
"CRMS0103","2013","Swamp","Pontchartrain",
"CRMS0108","2013","Saline","Pontchartrain",
"CRMS0114","2013","Intermediate","Breton Sound",
"CRMS0115","2013","Intermediate","Breton Sound",
"CRMS0117","2013","Intermediate","Breton Sound",
"CRMS0118","2013","Intermediate","Breton Sound",
"CRMS0119","2013","Brackish","Breton Sound",
"CRMS0120","2013","Fresh","Breton Sound",
"CRMS0121","2013","Brackish","Breton Sound",
"CRMS0125","2013","Intermediate","Breton Sound",
"CRMS0128","2013","Fresh","Breton Sound",
"CRMS0129","2013","Saline","Breton Sound",
"CRMS0131","2013","Brackish","Breton Sound",
"CRMS0132","2013","Intermediate","Breton Sound",
"CRMS0135","2013","Brackish","Breton Sound",
"CRMS0136","2013","Brackish","Breton Sound",
"CRMS0139","2013","Fresh","Breton Sound",
"CRMS0146","2013","Brackish","Breton Sound",
"CRMS0147","2013","Saline","Breton Sound",
"CRMS0148","2013","Brackish","Breton Sound",
"CRMS0153","2013","Intermediate","Mississippi River Delta",
"CRMS0154","2013","Fresh","Mississippi River Delta",
"CRMS0156","2013","Intermediate","Mississippi River Delta",
"CRMS0157","2013","Intermediate","Mississippi River Delta",
"CRMS0159","2013","Intermediate","Mississippi River Delta",
"CRMS0161","2013","Intermediate","Mississippi River Delta",
"CRMS0162","2013","Intermediate","Mississippi River Delta",
"CRMS0163","2013","Intermediate","Mississippi River Delta",
"CRMS0164","2013","Saline","Barataria",
"CRMS0171","2013","Saline","Barataria",
"CRMS0172","2013","Saline","Barataria",
"CRMS0173","2013","Saline","Barataria",
"CRMS0174","2013","Saline","Barataria",
"CRMS0175","2013","Saline","Barataria",
"CRMS0176","2013","Saline","Barataria",
"CRMS0178","2013","Saline","Barataria",
"CRMS0179","2013","Saline","Barataria",
"CRMS0181","2013","Saline","Barataria",
"CRMS0185","2013","Swamp","Barataria",
"CRMS0188","2013","Intermediate","Barataria",
"CRMS0189","2013","Fresh","Barataria",
"CRMS0190","2013","Intermediate","Barataria",
"CRMS0192","2013","Fresh","Barataria",
"CRMS0194","2013","Swamp","Barataria",
"CRMS0197","2013","Swamp","Barataria",
"CRMS0200","2013","Swamp","Barataria",
"CRMS0206","2013","Swamp","Barataria",
"CRMS0209","2013","Saline","Barataria",
"CRMS0211","2013","Fresh","Barataria",
"CRMS0217","2013","Swamp","Barataria",
"CRMS0218","2013","Swamp","Barataria",
"CRMS0219","2013","Fresh","Barataria",
"CRMS0220","2013","Brackish","Barataria",
"CRMS0224","2013","Saline","Barataria",
"CRMS0225","2013","Intermediate","Barataria",
"CRMS0226","2013","Saline","Barataria",
"CRMS0232","2013","Saline","Barataria",
"CRMS0234","2013","Swamp","Barataria",
"CRMS0237","2013","Saline","Barataria",
"CRMS0241","2013","Swamp","Barataria",
"CRMS0248","2013","Brackish","Barataria",
"CRMS0251","2013","Saline","Barataria",
"CRMS0253","2013","Brackish","Barataria",
"CRMS0258","2013","Saline","Barataria",
"CRMS0260","2013","Saline","Barataria",
"CRMS0261","2013","Intermediate","Barataria",
"CRMS0263","2013","Brackish","Barataria",
"CRMS0268","2013","Fresh","Barataria",
"CRMS0272","2013","Saline","Barataria",
"CRMS0273","2013","Fresh","Barataria",
"CRMS0276","2013","Saline","Barataria",
"CRMS0278","2013","Intermediate","Barataria",
"CRMS0282","2013","Saline","Barataria",
"CRMS0287","2013","Intermediate","Barataria",
"CRMS0290","2013","Fresh","Terrebonne",
"CRMS0292","2013","Saline","Terrebonne",
"CRMS0293","2013","Brackish","Terrebonne",
"CRMS0294","2013","Intermediate","Terrebonne",
"CRMS0296","2013","Fresh","Terrebonne",
"CRMS0301","2013","Fresh","Terrebonne",
"CRMS0302","2013","Saline","Terrebonne",
"CRMS0303","2013","Saline","Terrebonne",
"CRMS0305","2013","Intermediate","Terrebonne",
"CRMS0307","2013","Brackish","Terrebonne",
"CRMS0309","2013","Brackish","Terrebonne",
"CRMS0310","2013","Saline","Terrebonne",
"CRMS0311","2013","Saline","Terrebonne",
"CRMS0312","2013","Intermediate","Terrebonne",
"CRMS0315","2013","Brackish","Terrebonne",
"CRMS0318","2013","Saline","Terrebonne",
"CRMS0319","2013","Saline","Terrebonne",
"CRMS0322","2013","Saline","Terrebonne",
"CRMS0324","2013","Swamp","Terrebonne",
"CRMS0326","2013","Brackish","Terrebonne",
"CRMS0327","2013","Fresh","Terrebonne",
"CRMS0329","2013","Fresh","Terrebonne",
"CRMS0331","2013","Fresh","Terrebonne",
"CRMS0332","2013","Saline","Terrebonne",
"CRMS0335","2013","Saline","Terrebonne",
"CRMS0336","2013","Saline","Terrebonne",
"CRMS0337","2013","Saline","Terrebonne",
"CRMS0338","2013","Saline","Terrebonne",
"CRMS0341","2013","Saline","Terrebonne",
"CRMS0345","2013","Saline","Terrebonne",
"CRMS0347","2013","Saline","Terrebonne",
"CRMS0354","2013","Brackish","Terrebonne",
