"SiteId","veg_year","Marsh_Class","Basin",
"CRMS0002","2015","Brackish","Pontchartrain",
"CRMS0003","2015","Saline","Pontchartrain",
"CRMS0006","2015","Brackish","Pontchartrain",
"CRMS0008","2015","Swamp","Pontchartrain",
"CRMS0030","2015","Intermediate","Pontchartrain",
"CRMS0033","2015","Intermediate","Pontchartrain",
"CRMS0034","2015","Intermediate","Pontchartrain",
"CRMS0035","2015","Swamp","Pontchartrain",
"CRMS0038","2015","Swamp","Pontchartrain",
"CRMS0039","2015","Swamp","Pontchartrain",
"CRMS0046","2015","Swamp","Pontchartrain",
"CRMS0047","2015","Swamp","Pontchartrain",
"CRMS0056","2015","Swamp","Pontchartrain",
"CRMS0058","2015","Swamp","Pontchartrain",
"CRMS0059","2015","Swamp","Pontchartrain",
"CRMS0061","2015","Swamp","Pontchartrain",
"CRMS0063","2015","Swamp","Pontchartrain",
"CRMS0065","2015","Swamp","Pontchartrain",
"CRMS0086","2015","Swamp","Pontchartrain",
"CRMS0089","2015","Swamp","Pontchartrain",
"CRMS0090","2015","Swamp","Pontchartrain",
"CRMS0097","2015","Swamp","Pontchartrain",
"CRMS0103","2015","Swamp","Pontchartrain",
"CRMS0108","2015","Saline","Pontchartrain",
"CRMS0114","2015","Intermediate","Breton Sound",
"CRMS0115","2015","Fresh","Breton Sound",
"CRMS0117","2015","Intermediate","Breton Sound",
"CRMS0118","2015","Fresh","Breton Sound",
"CRMS0119","2015","Brackish","Breton Sound",
"CRMS0120","2015","Fresh","Breton Sound",
"CRMS0121","2015","Brackish","Breton Sound",
"CRMS0125","2015","Intermediate","Breton Sound",
"CRMS0128","2015","Fresh","Breton Sound",
"CRMS0129","2015","Saline","Breton Sound",
"CRMS0131","2015","Brackish","Breton Sound",
"CRMS0132","2015","Intermediate","Breton Sound",
"CRMS0135","2015","Brackish","Breton Sound",
"CRMS0136","2015","Brackish","Breton Sound",
"CRMS0139","2015","Fresh","Breton Sound",
"CRMS0146","2015","Intermediate","Breton Sound",
"CRMS0147","2015","Saline","Breton Sound",
"CRMS0148","2015","Brackish","Breton Sound",
"CRMS0153","2015","Intermediate","Mississippi River Delta",
"CRMS0154","2015","Intermediate","Mississippi River Delta",
"CRMS0156","2015","Intermediate","Mississippi River Delta",
"CRMS0157","2015","Intermediate","Mississippi River Delta",
"CRMS0159","2015","Intermediate","Mississippi River Delta",
"CRMS0161","2015","Intermediate","Mississippi River Delta",
"CRMS0162","2015","Intermediate","Mississippi River Delta",
"CRMS0163","2015","Intermediate","Mississippi River Delta",
"CRMS0164","2015","Saline","Barataria",
"CRMS0171","2015","Saline","Barataria",
"CRMS0172","2015","Saline","Barataria",
"CRMS0173","2015","Saline","Barataria",
"CRMS0174","2015","Saline","Barataria",
"CRMS0175","2015","Saline","Barataria",
"CRMS0176","2015","Saline","Barataria",
"CRMS0178","2015","Saline","Barataria",
"CRMS0179","2015","Saline","Barataria",
"CRMS0181","2015","Saline","Barataria",
"CRMS0185","2015","Swamp","Barataria",
"CRMS0188","2015","Intermediate","Barataria",
"CRMS0189","2015","Fresh","Barataria",
"CRMS0190","2015","Intermediate","Barataria",
"CRMS0192","2015","Fresh","Barataria",
"CRMS0194","2015","Swamp","Barataria",
"CRMS0197","2015","Swamp","Barataria",
"CRMS0200","2015","Swamp","Barataria",
"CRMS0206","2015","Swamp","Barataria",
"CRMS0209","2015","Brackish","Barataria",
"CRMS0211","2015","Fresh","Barataria",
"CRMS0217","2015","Swamp","Barataria",
"CRMS0218","2015","Swamp","Barataria",
"CRMS0219","2015","Fresh","Barataria",
"CRMS0220","2015","Brackish","Barataria",
"CRMS0224","2015","Saline","Barataria",
"CRMS0225","2015","Brackish","Barataria",
"CRMS0226","2015","Saline","Barataria",
"CRMS0232","2015","Saline","Barataria",
"CRMS0234","2015","Swamp","Barataria",
"CRMS0237","2015","Saline","Barataria",
"CRMS0241","2015","Swamp","Barataria",
"CRMS0248","2015","Brackish","Barataria",
"CRMS0251","2015","Brackish","Barataria",
"CRMS0253","2015","Brackish","Barataria",
"CRMS0258","2015","Saline","Barataria",
"CRMS0260","2015","Brackish","Barataria",
"CRMS0261","2015","Intermediate","Barataria",
"CRMS0263","2015","Brackish","Barataria",
"CRMS0268","2015","Fresh","Barataria",
"CRMS0272","2015","Saline","Barataria",
"CRMS0273","2015","Fresh","Barataria",
"CRMS0276","2015","Brackish","Barataria",
"CRMS0278","2015","Intermediate","Barataria",
"CRMS0282","2015","Saline","Barataria",
"CRMS0287","2015","Fresh","Barataria",
"CRMS0290","2015","Fresh","Terrebonne",
"CRMS0292","2015","Saline","Terrebonne",
"CRMS0293","2015","Brackish","Terrebonne",
"CRMS0294","2015","Fresh","Terrebonne",
"CRMS0296","2015","Fresh","Terrebonne",
"CRMS0301","2015","Intermediate","Terrebonne",
"CRMS0302","2015","Saline","Terrebonne",
"CRMS0303","2015","Saline","Terrebonne",
"CRMS0305","2015","Intermediate","Terrebonne",
"CRMS0307","2015","Brackish","Terrebonne",
"CRMS0309","2015","Brackish","Terrebonne",
"CRMS0310","2015","Saline","Terrebonne",
"CRMS0311","2015","Saline","Terrebonne",
"CRMS0312","2015","Intermediate","Terrebonne",
"CRMS0315","2015","Brackish","Terrebonne",
"CRMS0318","2015","Saline","Terrebonne",
"CRMS0319","2015","Saline","Terrebonne",
"CRMS0322","2015","Saline","Terrebonne",
"CRMS0324","2015","Swamp","Terrebonne",
"CRMS0326","2015","Brackish","Terrebonne",
"CRMS0327","2015","Fresh","Terrebonne",
"CRMS0329","2015","Fresh","Terrebonne",
"CRMS0331","2015","Fresh","Terrebonne",
"CRMS0332","2015","Brackish","Terrebonne",
"CRMS0335","2015","Saline","Terrebonne",
"CRMS0336","2015","Saline","Terrebonne",
"CRMS0337","2015","Saline","Terrebonne",
"CRMS0338","2015","Saline","Terrebonne",
