"Site_id","Longitude","Latitude","veg_year","Marsh_Class","Basin"
"CRMS0209",-89.79173,29.49057,2007,"Saline","Barataria"
"CRMS0211",-90.47925,29.7809,2007,"Fresh","Barataria"
"CRMS0217",-90.87864,29.91875,2007,"Swamp","Barataria"
"CRMS0218",-90.69502,29.7736,2007,"Swamp","Barataria"
"CRMS0219",-90.32299,29.80267,2007,"Fresh","Barataria"
"CRMS0220",-90.07299,29.56315,2007,"Brackish","Barataria"
"CRMS0224",-89.91673,29.49782,2007,"Saline","Barataria"
"CRMS0225",-90.01048,29.56315,2007,"Intermediate","Barataria"
"CRMS0226",-89.88548,29.51234,2007,"Saline","Barataria"
"CRMS0232",-90.01048,29.49783,2007,"Saline","Barataria"
"CRMS0234",-90.10404,29.79537,2007,"Swamp","Barataria"
"CRMS0237",-89.94798,29.47605,2007,"Saline","Barataria"
"CRMS0241",-90.50994,29.71556,2007,"Swamp","Barataria"
"CRMS0248",-90.07299,29.59944,2007,"Brackish","Barataria"
"CRMS0251",-90.01048,29.5196,2007,"Brackish","Barataria"
"CRMS0253",-90.07299,29.55589,2007,"Brackish","Barataria"
"CRMS0258",-89.82298,29.52686,2007,"Brackish","Barataria"
"CRMS0260",-89.85423,29.53411,2007,"Saline","Barataria"
"CRMS0261",-90.10424,29.59944,2007,"Intermediate","Barataria"
"CRMS0263",-89.88548,29.55589,2007,"Brackish","Barataria"
"CRMS0268",-90.60425,29.79541,2007,"Fresh","Barataria"
"CRMS0272",-89.69798,29.41799,2007,"Saline","Barataria"
"CRMS0273",-90.32299,29.81718,2007,"Fresh","Barataria"
"CRMS0276",-89.94798,29.62121,2007,"Saline","Barataria"
"CRMS0278",-90.22924,29.80993,2007,"Fresh","Barataria"
"CRMS0282",-89.76048,29.49783,2007,"Saline","Barataria"
"CRMS0287",-90.01048,29.68654,2007,"Intermediate","Barataria"
"CRMS0290",-91.04176,29.4833,2007,"Fresh","Terrebonne"
